Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Last Updated Date,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.288876927,2.1023506,1.2462752,1.337970645,2.534988542,4.069018533,3.489237154,3.538965802,1.986133621,3.238217216,4.991924554,5.957420852,6.425676389,9.43398377,11.72413152,13.42592485,11.02041059,11.15195783,11.13560888,13.29366246,13.66024047,15.25423377,14.63904059,12.3032053,11.52648143,16.29422524,18.65492304,16.16059485,12.77955308,14.7308754,14.32099189,15.33477857,13.87470375,9.717427298,8.938563724,8.680424214,7.354119721,8.597776113,6.88054521,5.181489051,5.338959136,5.70189483,9.494713781,5.679424141,-0.692039438,2.062853082,3.243907654,6.177812148,9.90998456,7.238095238,4.06749556,5.000853388,5.737971391,5.780169101,6.132829531,4.518690949,6.602908424,5.186186555,4.509872649,4.102850755,3.232388316,4.618745449,7.039872725,6.075243846,4.361152465,



